DRS,Date,Infimo,Mediana,Sup,Regiao
0,2020-07-01,7270.71428571429,7270.71428571429,7270.71428571429,Cidade de São Paulo
0,2020-07-02,6573.1509737549,7387.78245567691,7702.01955686949,Cidade de São Paulo
0,2020-07-03,6662.02415286359,7505.96619370763,7840.49557989321,Cidade de São Paulo
0,2020-07-04,6753.53978735262,7627.04510381225,7974.4784932235,Cidade de São Paulo
0,2020-07-05,6847.54680896043,7747.55041231528,8120.5265175697,Cidade de São Paulo
0,2020-07-06,6943.8873537324,7865.67745996563,8271.05326974523,Cidade de São Paulo
0,2020-07-07,7033.16326147488,7983.51704138912,8424.9646692739,Cidade de São Paulo
0,2020-07-08,7112.41926213846,8099.18054130695,8582.47448523366,Cidade de São Paulo
0,2020-07-09,7188.54905049764,8213.90001321746,8753.21656182573,Cidade de São Paulo
0,2020-07-10,7262.07895084426,8327.63676066439,8929.02140549411,Cidade de São Paulo
0,2020-07-11,7333.18355841591,8440.34847624157,9109.55385821361,Cidade de São Paulo
0,2020-07-12,7402.01915277671,8562.26851904776,9294.48968313956,Cidade de São Paulo
0,2020-07-13,7468.72579502067,8681.18346640304,9483.51608104461,Cidade de São Paulo
0,2020-07-14,7533.42917355388,8808.31107196814,9676.33192371376,Cidade de São Paulo
0,2020-07-15,7596.24179409911,8937.04484205032,9872.64776428271,Cidade de São Paulo
0,2020-07-16,7657.26425053564,9066.45695797246,10072.1857214323,Cidade de São Paulo
0,2020-07-17,7716.58766459327,9196.4169382211,10274.6793448318,Cidade de São Paulo
0,2020-07-18,7774.29478256453,9326.80195226412,10479.8733578762,Cidade de São Paulo
0,2020-07-19,7830.46074159067,9449.97317347801,10687.5233471017,Cidade de São Paulo
0,2020-07-20,7885.15398863445,9570.83984938692,10897.3954403212,Cidade de São Paulo
0,2020-07-21,7938.43704495784,9690.9943534592,11109.2659679389,Cidade de São Paulo
0,2020-07-22,7990.36669828281,9810.37138485659,11322.9210880441,Cidade de São Paulo
0,2020-07-23,8040.99439144746,9928.9110266581,11538.1564239401,Cidade de São Paulo
0,2020-07-24,8090.36792042986,10046.5587463824,11754.7767905602,Cidade de São Paulo
0,2020-07-25,8138.53182702856,10163.2650587925,11972.5958580705,Cidade de São Paulo
0,2020-07-26,8185.52753576673,10278.9851333986,12191.4358089906,Cidade de São Paulo
0,2020-07-27,8231.39372761952,10393.6785031537,12411.1270201735,Cidade de São Paulo
0,2020-07-28,8276.1666204442,10507.5584499557,12631.5077510084,Cidade de São Paulo
0,2020-07-29,8316.47494806276,10630.6296117925,12852.423807463,Cidade de São Paulo
0,2020-07-30,8354.52720764369,10753.0789361051,13073.7282316224,Cidade de São Paulo
0,2020-07-31,8391.47527681278,10874.8541800313,13295.2810970105,Cidade de São Paulo
0,2020-08-01,8427.35248132823,10995.9066541049,13516.949236467,Cidade de São Paulo
0,2020-08-02,8462.19062010752,11116.1909916222,13738.6059640499,Cidade de São Paulo
0,2020-08-03,8496.02013936334,11235.6649907062,13960.1308246005,Cidade de São Paulo
0,2020-08-04,8528.87026527586,11354.2894519707,14181.4093488883,Cidade de São Paulo
0,2020-08-05,8560.76898233028,11472.0278983164,14402.3327804144,Cidade de São Paulo
0,2020-08-06,8591.74308941709,11588.8463668543,14622.7978287049,Cidade de São Paulo
0,2020-08-07,8621.8186164379,11704.7135575295,14842.7065352562,Cidade de São Paulo
0,2020-08-08,8651.02085358813,11819.6006970304,15061.9660628533,Cidade de São Paulo
