Model,Te,Ti,Ts,Tsr,Td,meanTi,s,MedianBeta,MedianRt,MedianAssymptomatic,cinfD,csupD,cinfI,csupI
1,4,5,18,28,11,6.625,0.25,0.172851321318112,0.993088072226244,0.875,0.913767033864587,1.03007835546006,0.901796341891739,1.00584952946358
2,4,5,14,16,12,5.9,2,0.187366017453442,0.940000273127497,0.9,0.910706532043226,1.02552606032419,0.915983180057046,1.01739553833063
3,4,5,13,6,12,6.14285714285714,2.5,0.161513839183463,0.905300072543947,0.857142857142857,0.912306554169395,1.02791053214509,0.918243259852168,1.02118248287208
4,4,5,12,5,13,5.875,2,0.172828664897711,0.899442288487242,0.875,0.908602077428328,1.02239477900449,0.92322395621285,1.02633787097399
5,4,5,11,27,11,5.66666666666667,3,0.180085185683638,0.89472926476852,0.888888888888889,0.918395405769316,1.03283980000965,0.929094963344224,1.0332673090077
6,4,5,14,25,12,6.5,0.25,0.154899416706036,0.90794768833431,0.833333333333333,0.912110614126615,1.02761896859827,0.913814461872117,1.01639911568067
7,4,5,13,8,12,5.8,1,0.190163072833514,0.92601251961312,0.9,0.911410879680571,1.02657634073611,0.919836987684734,1.02188484001255
8,4,5,17,9,11,6.5,0.25,0.173373309713808,0.976422196402645,0.875,0.914224419634488,1.03045060313027,0.905855705974978,1.00788440291284
9,4,5,14,25,13,5.6,3,0.219965560113129,0.94214156961742,0.933333333333333,0.906085830673735,1.02196947131906,0.91625084332022,1.01784489852096
10,4,5,21,20,12,6.06666666666667,2.5,0.219856651392032,1.01195988930432,0.933333333333333,0.906976413505427,1.02383787538971,0.893631295254054,1.00211379959796
11,4,5,16,22,11,6.57142857142857,3,0.158553831883354,0.957981599682108,0.857142857142857,0.915148333341592,1.03107911530321,0.908412153232973,1.01032144950224
12,4,5,12,28,13,6,0.25,0.167895269091289,0.886311247149342,0.857142857142857,0.908950019545911,1.0229137819274,0.922568709971422,1.02595294032337
13,4,5,13,10,12,5.53333333333333,2.5,0.221970595907366,0.932713390308793,0.933333333333333,0.910730822871169,1.02556623878027,0.920142788895811,1.02240716723054
14,4,5,16,13,12,6.1,0.25,0.190613452052486,0.965653718538714,0.9,0.909561950796785,1.02417334543452,0.909675147745422,1.01076000512987
15,4,5,12,7,12,5.7,1.5,0.189416173351512,0.913619627554302,0.9,0.91223236371667,1.02780104559174,0.92435487581387,1.02686428392039
