"Municipio","DRS","Minimo","Mediana","Máximo"
"VISTA ALEGRE DO ALTO","Barretos",2.04466006652811,2.20448058585201,2.75203433371632
"LUÍS ANTÔNIO","Ribeirão Preto",1.78857925709697,1.99649452061342,2.66181834255352
"RIO DAS PEDRAS","Piracicaba",1.78640843347891,1.9558621152593,2.73441749040619
"SANTA ADÉLIA","São José do Rio Preto",1.64794130359415,1.88226515579838,2.63782693133504
"MINEIROS DO TIETÊ","Bauru",1.60369451366658,1.85110736948734,2.08280942938262
"PRADÓPOLIS","Ribeirão Preto",1.69494817711502,1.84708672411225,2.49608702206546
"ILHA COMPRIDA","Registro",1.62786498805629,1.79074114882137,2.48925239708029
"CÂNDIDO MOTA","Marília",1.635846648204,1.75654288778792,2.08184565971875
"RAFARD","Piracicaba",1.5458824195316,1.7412737126518,2.37496271410393
"BRODOWSKI","Ribeirão Preto",1.53837845956615,1.71424372310986,2.21342746057054
"SANTO ANTÔNIO DO ARACANGUÁ","Araçatuba",1.54606776564294,1.69464357612797,2.18116601375674
"BARRINHA","Ribeirão Preto",1.48965404556629,1.68048466436737,2.16692958438027
"DESCALVADO","Araraquara",1.50896161853857,1.67516839492938,2.2049201785196
"DUMONT","Ribeirão Preto",1.49044562962988,1.6726061030763,2.16104922634835
"NOVA GRANADA","São José do Rio Preto",1.53898528278951,1.66928336275902,2.18549875362167
"ITÁPOLIS","Araraquara",1.52312454644606,1.66101921250067,2.16711861383956
"TUPÃ","Marília",1.4906833978717,1.65386052827614,1.86375175808991
"ALTINÓPOLIS","Ribeirão Preto",1.47915043908607,1.63371662281851,2.07899184698426
"SANTA BRANCA","Taubaté",1.452962990879,1.60800311457606,1.81817624224176
"PENÁPOLIS","Araçatuba",1.45043588144905,1.6012107228829,2.00163486541067
"PIRACICABA","Piracicaba",1.42389084523871,1.60032968126706,2.04819289690993
"PONTAL","Ribeirão Preto",1.43907881201933,1.60000396606339,2.03452451304186
"ANDRADINA","Araçatuba",1.43266266431391,1.58254737275924,1.94083092209226
"JACI","São José do Rio Preto",1.4253789977685,1.56281911927546,1.87725820561967
"NOVO HORIZONTE","São José do Rio Preto",1.42075193411426,1.55955208904381,1.77912578199584
"ITATINGA","Bauru",1.29056452566311,1.55667899543683,1.65796574304747
"PRESIDENTE EPITÁCIO","Presidente Prudente",1.44069301352436,1.54826896715104,1.69640640795512
"PERUÍBE","Baixada Santista",1.4435481594947,1.54403571224674,1.99339897945471
"RIBEIRÃO BRANCO","Sorocaba",1.41100948819651,1.53949453001087,1.657991005498
"NOVA ODESSA","Campinas",1.42374707662019,1.53925287605529,1.83048497749074
"ELIAS FAUSTO","Piracicaba",1.39060859947829,1.53708789372751,1.84600204623264
"AMÉRICO DE CAMPOS","São José do Rio Preto",1.32473657607833,1.52197558277452,1.95126352203737
"ALUMÍNIO","Sorocaba",1.41553532777545,1.52008772223591,1.6939172236959
"GUAPIAÇU","São José do Rio Preto",1.36927354456399,1.52003946708245,1.8646827423089
"ILHABELA","Taubaté",1.37920301594702,1.51910444424586,1.76855944257747
"MAIRINQUE","Sorocaba",1.41088632436976,1.50996548830086,1.69027413759722
"PRAIA GRANDE","Baixada Santista",1.37939883889328,1.50217128295622,2.11552398761945
"TANABI","São José do Rio Preto",1.36252140691151,1.48718481261281,1.70402815044366
"BURI","Sorocaba",1.28152343313872,1.47281282284741,1.56548859030178
"SANTA BÁRBARA DOESTE","Campinas",1.31334322307586,1.45539012292779,1.81336847334176
"CAÇAPAVA","Taubaté",1.33763684544383,1.45224229935679,1.6307843164355
"PEREIRA BARRETO","Araçatuba",1.31797602341025,1.44507080423653,1.70712496862273
"CRAVINHOS","Ribeirão Preto",1.29592181963659,1.44122159632609,1.77782229555821
"CATIGUÁ","São José do Rio Preto",1.32093070691143,1.4399854998513,1.73847385576237
"CAMPO LIMPO PAULISTA","Campinas",1.28719714720627,1.43670832752323,1.83874507450614
"GUARIBA","Ribeirão Preto",1.2957781803533,1.43213607352903,1.7520818481195
"GENERAL SALGADO","São José do Rio Preto",1.31043655693909,1.42877642079721,1.75186874024086
"TAQUARITINGA","Araraquara",1.27694262052774,1.41916828906384,1.76527339940131
"BURITAMA","Araçatuba",1.30314789239152,1.41655136649175,1.734307584388
"MONTE ALTO","Ribeirão Preto",1.26762760659485,1.41389598121105,1.73237880775133
"SÃO PEDRO","Piracicaba",1.28056628908709,1.40826047562516,1.71429187742832
"JARDINÓPOLIS","Ribeirão Preto",1.2876316779354,1.40203501141188,1.67803281073624
"PIRACAIA","Campinas",1.25107776179778,1.40173307757282,1.6449316350664
"IGUAPE","Registro",1.23660533237478,1.39680759620776,1.74714286142461
"ELDORADO","Registro",1.26335464729158,1.39321868041842,1.7521870974918
"SERTÃOZINHO","Ribeirão Preto",1.19350657609959,1.39212069187704,1.57633401618174
"MONTE APRAZÍVEL","São José do Rio Preto",1.29030777540438,1.39139547371111,1.62673450919564
"VIRADOURO","Barretos",1.29141584477708,1.3722400961288,1.43406660227953
"ARAÇATUBA","Araçatuba",1.26175696578993,1.36816544313382,1.63122665324444
"AURIFLAMA","Araçatuba",1.25411526678216,1.36183643826125,1.6323847286465
"SALES OLIVEIRA","Franca",1.23845174913935,1.35912080541154,1.50294551900383
"DRACENA","Presidente Prudente",1.20870332175227,1.35079464873063,1.45808416884675
"SÃO JOSÉ DO RIO PRETO","São José do Rio Preto",1.24588938555746,1.34955627856106,1.56823822373814
"AMERICANA","Campinas",1.23881851869692,1.34624950621872,1.60999381545815
"SANTA CRUZ DAS PALMEIRAS","São João da Boa Vista",1.22294318636301,1.33406965549231,1.46263897399318
"RIBEIRÃO PRETO","Ribeirão Preto",1.23041201162872,1.33235777039667,1.72626474105473
"VARGEM GRANDE DO SUL","São João da Boa Vista",1.23984723039025,1.33041178232604,1.42686241297374
"PITANGUEIRAS","Ribeirão Preto",1.21258975826505,1.32088290974592,1.53595156962109
