"Municipio","DRS","Minimo","Mediana","Máximo"
"MOGI MIRIM","São João da Boa Vista",2.92938348594547,3.63908874979133,4.65876354235949
"JACI","São José do Rio Preto",1.87177729883707,2.25687918517917,2.76371859699917
"PRESIDENTE EPITÁCIO","Presidente Prudente",1.78361392356937,2.08569077484681,2.50620463420456
"NOVA GRANADA","São José do Rio Preto",1.76707982827176,2.05460980484458,2.47683100983938
"ITARIRI","Registro",1.65087023645467,1.89728490548444,2.25969894806508
"CONCHAL","Piracicaba",1.62368561913301,1.87995769685689,2.23173019435179
"GUAREÍ","Sorocaba",1.51987171663309,1.79473589832061,2.23241982424592
"CONCHAS","Bauru",1.58563072603282,1.79433489187446,2.09117141585909
"CAJATI","Registro",1.52772880814689,1.7503628692381,2.08919708802612
"PENÁPOLIS","Araçatuba",1.53424901248906,1.72612150650594,2.05857302979512
"JUQUITIBA","Grande São Paulo",1.4287896983341,1.67401804809646,2.04472868730733
"ANGATUBA","Sorocaba",1.44828310272902,1.63932621618079,1.9076291576237
"PERUÍBE","Baixada Santista",1.44173527304381,1.62248737540274,1.94581993411072
"VARGEM GRANDE DO SUL","São João da Boa Vista",1.4703407636343,1.62222937173931,1.89710643724457
"JANDIRA","Grande São Paulo",1.41112585012902,1.6203748218971,1.86942769969752
"MONGAGUÁ","Baixada Santista",1.4213898558121,1.60338583747401,1.94564661618998
"UCHOA","São José do Rio Preto",1.40753558742098,1.58502581340827,1.85119185093298
"NOVO HORIZONTE","São José do Rio Preto",1.36480649505328,1.58280274302557,1.84311639832832
"CHARQUEADA","Piracicaba",1.41154488318586,1.58277982910211,1.84698758532369
"BURITAMA","Araçatuba",1.42470571824677,1.57270350599697,1.79218629968846
"CAPÃO BONITO","Sorocaba",1.39488173836414,1.53844260017894,1.75484119988366
"PRAIA GRANDE","Baixada Santista",1.40404301981329,1.53744957236301,1.73201874535725
"ARTUR NOGUEIRA","Campinas",1.38220010021886,1.53685566266452,1.80867361413466
"PIRACICABA","Piracicaba",1.41185933621933,1.53589859307836,1.75766881695029
"ARAÇATUBA","Araçatuba",1.41230873785012,1.52682292377408,1.74481855635349
"RIO CLARO","Piracicaba",1.38416822077545,1.50085545163849,1.70084421254679
"SANTA GERTRUDES","Piracicaba",1.3609324667753,1.47964314310417,1.66965861515534
"TIETÊ","Sorocaba",1.33868347459263,1.47388186980512,1.73142463829588
"CAÇAPAVA","Taubaté",1.30685852470035,1.47130728018363,1.68169397276846
"SERTÃOZINHO","Ribeirão Preto",1.35128591490927,1.46886679924956,1.65503268850471
"LIMEIRA","Piracicaba",1.31344212501612,1.46339780123414,1.65331640547552
"ARAÇOIABA DA SERRA","Sorocaba",1.31688602491853,1.4612519162232,1.74186283344714
"ITAQUAQUECETUBA","Grande São Paulo",1.2967509441397,1.4432418861406,1.62389917756878
"MATÃO","Araraquara",1.30020438529474,1.43645790582163,1.6472755233201
"SANTA CRUZ DAS PALMEIRAS","São João da Boa Vista",1.31276739086784,1.43371775323904,1.64256447857663
"ITAPEVI","Grande São Paulo",1.25188771447511,1.40456912764944,1.57799884338891
"MOCOCA","São João da Boa Vista",1.24939380468724,1.3978925002366,1.61992905043267
"GASTÃO VIDIGAL","São José do Rio Preto",1.25386193408218,1.39537272895721,1.58285462801168
"BARRINHA","Ribeirão Preto",1.29096104490852,1.39372601765657,1.59175963924919
"ITU","Sorocaba",1.29123502839023,1.37581182943252,1.55410820225622
"GUAPIAÇU","São José do Rio Preto",1.2015164577288,1.37333560276724,1.55331688655119
"IGARATÁ","Taubaté",1.22792809052861,1.37316418069498,1.56439623512562
"PRESIDENTE VENCESLAU","Presidente Prudente",1.23517672396024,1.37207756507199,1.52533670727334
"ITANHAÉM","Baixada Santista",1.28036741272056,1.36850047270003,1.5573152141145
"SALTO DE PIRAPORA","Sorocaba",1.2677682508139,1.36534520226088,1.56582868688898
"BIRIGUI","Araçatuba",1.26750286067384,1.35740636057125,1.53551936288055
"LORENA","Taubaté",1.26242320393548,1.3550696636852,1.56625580467103
"TAUBATÉ","Taubaté",1.19769937419093,1.34909066394236,1.57831732819016
"PIRAPOZINHO","Presidente Prudente",1.26265466925759,1.34515784833242,1.53113704509055
"ITATIBA","Campinas",1.25682834738184,1.34053023425931,1.53111311755272
"PONTAL","Ribeirão Preto",1.25648558407698,1.33786061163698,1.49545024584349
"SERRANA","Ribeirão Preto",1.24990744151924,1.33530841821034,1.5122908851205
"LARANJAL PAULISTA","Bauru",1.17114596835533,1.32740244501596,1.4857962975074
"FRANCA","Franca",1.18231364001941,1.32721055106844,1.50912293375315
"ILHABELA","Taubaté",1.17209307600701,1.32276581236261,1.44145339493413
"NOVA ODESSA","Campinas",1.24625189589061,1.32001471260941,1.48877381444617
"IBIRÁ","São José do Rio Preto",1.14698358269281,1.31565512179901,1.47314699181772
"TANABI","São José do Rio Preto",1.12730637913338,1.31241591118437,1.51808922163233
"AMERICANA","Campinas",1.21408962685799,1.30536771007934,1.46204756786318
"GUARARAPES","Araçatuba",1.1730230037774,1.3026837840658,1.46622314757709
"ARAÇARIGUAMA","Sorocaba",1.19542365648142,1.29266683905743,1.45967829112864
"POÁ","Grande São Paulo",1.16924406455104,1.2829630654147,1.41984618767589
"RIBEIRÃO PRETO","Ribeirão Preto",1.21492542310064,1.27917138840364,1.41356825485744
"PAULÍNIA","Campinas",1.1894228841678,1.2789564135839,1.41501805565869
"SÃO SEBASTIÃO","Taubaté",1.13576912957196,1.27150705453858,1.4454815320096
"PROMISSÃO","Bauru",1.09799868484627,1.26865926945957,1.40077959467666
"SANTA BÁRBARA DOESTE","Campinas",1.1701346244778,1.26237711103269,1.42627121293418
"UBATUBA","Taubaté",1.17107544171277,1.25756331433441,1.40345343610313
"AMPARO","Campinas",1.16684551128203,1.25728891801879,1.39392541863861
"SALESÓPOLIS","Grande São Paulo",1.17991152058801,1.25243252402138,1.39178501566638
"BARUERI","Grande São Paulo",1.15478966954532,1.25233325662528,1.37260979716228
"SOCORRO","Campinas",1.17446563436055,1.25110107393736,1.38748004609991
"LEME","Piracicaba",1.17567993584735,1.24802888006857,1.41197277065481
"ATIBAIA","Campinas",1.1602127401883,1.24619419530222,1.37706837066893
"RIO DAS PEDRAS","Piracicaba",1.14396654483686,1.23798551925705,1.33441924135436
"SUMARÉ","Campinas",1.15571763198863,1.22353644143622,1.33808677680509
"SANTOS","Baixada Santista",0.767835913422457,1.21906147205871,1.33534623505512
"ITAPEVA","Sorocaba",1.12672960391443,1.21786303594954,1.35206819703555
"PRESIDENTE PRUDENTE","Presidente Prudente",1.13133423730113,1.21555191792726,1.33597829317767
"SALTO","Sorocaba",1.13252079711242,1.21416437661747,1.34630910513034
"NAZARÉ PAULISTA","Campinas",1.12413773480512,1.21318293357349,1.32831898797663
"RIBEIRÃO PIRES","Grande São Paulo",1.12404803210572,1.20917172093614,1.33078360037917
