DRS,Date,Infimo,Mediana,Sup,Regiao
I,2020-08-03,15831.1428571429,15831.1428571429,15831.1428571429,Grande São Paulo
I,2020-08-04,15980.0742143803,16002.9867308784,16034.2310715575,Grande São Paulo
I,2020-08-05,16126.3642199226,16170.0455623448,16229.0887801026,Grande São Paulo
I,2020-08-06,16270.2389240387,16332.7700476024,16416.5888755445,Grande São Paulo
I,2020-08-07,16411.9877162561,16491.6603211952,16597.631581623,Grande São Paulo
I,2020-08-08,16523.9752807092,16647.230139109,16789.5710648085,Grande São Paulo
I,2020-08-09,14473.4082889836,16810.2504406772,17835.4423869897,Grande São Paulo
I,2020-08-10,14557.7445384078,16964.154846077,18047.5973117968,Grande São Paulo
I,2020-08-11,14637.6668250259,17129.988701447,18262.5239918135,Grande São Paulo
I,2020-08-12,14714.1932983372,17292.2884246856,18480.300790605,Grande São Paulo
I,2020-08-13,14788.1365086751,17454.6341760889,18701.0173343578,Grande São Paulo
I,2020-08-14,14860.1444443811,17615.693383057,18924.7738075355,Grande São Paulo
I,2020-08-15,14930.728732074,17768.5574996174,19151.6783887588,Grande São Paulo
I,2020-08-16,15000.2891740778,17925.5375707411,19381.8459906823,Grande São Paulo
I,2020-08-17,15069.132306861,18084.2766096031,19615.3965594127,Grande São Paulo
I,2020-08-18,15137.4877927648,18244.0657917865,19852.4542250372,Grande São Paulo
I,2020-08-19,15205.5191395413,18405.0710939001,20093.1449425194,Grande São Paulo
I,2020-08-20,15273.3338889582,18567.4325655475,20337.5948634243,Grande São Paulo
I,2020-08-21,15340.9991939641,18733.5733183782,20585.9333413649,Grande São Paulo
I,2020-08-22,15408.5489788354,18900.9533814553,20838.2925698302,Grande São Paulo
I,2020-08-23,15475.9909851872,19070.5106742948,21094.8078771802,Grande São Paulo
I,2020-08-24,15543.3110660922,19242.3640764218,21355.6169344483,Grande São Paulo
I,2020-08-25,15610.4777922898,19416.6143966205,21620.8595031236,Grande São Paulo
I,2020-08-26,15677.4438251171,19601.2522352226,21890.6750533067,Grande São Paulo
I,2020-08-27,15744.1483059905,19785.6539804526,22165.2010065352,Grande São Paulo
I,2020-08-28,15810.5249896303,19964.4213754584,22444.5763794314,Grande São Paulo
