date,median_cases,min_cases,max_cases,median_deaths,min_deaths,max_deaths
2020-07-15,392469,392469,392469,18671.2857142857,18671.2857142857,18671.2857142857
2020-07-16,400622.070789333,400039.708590095,401323.372579599,18991.3903675155,18953.7309965473,19040.6372372432
2020-07-17,408505.131313841,407449.802806693,409791.644491734,19283.6478314483,19230.0867040565,19363.5164442274
2020-07-18,416155.640675234,414748.604668118,417972.347593721,19551.8467244995,19500.5217123708,19648.6180796998
2020-07-19,423639.226444145,421971.297291004,425925.184693701,19822.7510362634,19765.2871555797,19903.0650652643
2020-07-20,430988.214014257,429133.417486099,433687.109984729,20051.9212973573,20015.9628199545,20132.6108879757
2020-07-21,438223.668067005,377141.742968877,463155.653833255,20302.7429617024,18667.8443542281,21260.2544672284
2020-07-22,445353.050308611,383239.797393508,470966.84604381,20536.509315321,18833.2102126322,21536.6204362648
2020-07-23,452387.377931369,389290.759528098,478797.314718339,20746.6261132423,18986.837940421,21808.3343810617
2020-07-24,459332.846430947,395292.766895793,487041.855220261,20935.5833262683,19130.6997796313,22075.7515551007
2020-07-25,466421.346143656,401130.904754111,495278.802295603,21115.7300650138,19266.3512222837,22339.1920557236
2020-07-26,473506.424223193,406789.11439476,503545.610636714,21289.4436003717,19395.0145247239,22598.9631770521
2020-07-27,480758.864974611,412318.377435366,511861.322947479,21465.5788287917,19517.6444808653,22855.3664298863
2020-07-28,487998.478242166,417710.55178571,520191.801555551,21630.0156536663,19634.9837886482,23108.6038870034
2020-07-29,495207.820824244,422958.027448958,528535.720846603,21788.3679247782,19747.6032298172,23363.9806128427
2020-07-30,502386.91037717,428056.339379729,536892.106516429,21940.2493221216,19855.9365747632,23619.8131161068
2020-07-31,509319.470987482,433001.92991991,545259.44224269,22087.2861335149,19960.3188507905,23873.0735697476
2020-08-01,515599.91932489,437792.253370281,553635.73894316,22231.4108654576,20061.0084717196,24123.8628604841
2020-08-02,522336.916191146,442425.303827997,562018.294883264,22371.9427224909,20158.2054912221,24372.2857855241
2020-08-03,528981.616459995,446899.971612999,570403.894685106,22509.0929468341,20252.0645341022,24618.4499707363
2020-08-04,535619.726465293,451215.11521346,578788.286984496,22643.0263249376,20342.7065583509,24862.4653243463
2020-08-05,542266.231872446,455370.033686701,587166.454528298,22773.8690031666,20430.2248467954,25104.4423515388
