PAIS,UF,COD_UF,COD_MUNIC,CD_GEOCMU,MUNICIPIO,POP2019
BRA,RN,24,7302,2407302,Marcelino Vieira,8347
BRA,RN,24,7401,2407401,Martins,8725
BRA,RN,24,7500,2407500,Maxaranguape,12371
BRA,RN,24,7609,2407609,Messias Targino,4601
BRA,RN,24,7708,2407708,Montanhas,11251
BRA,RN,24,7807,2407807,Monte Alegre,22451
BRA,RN,24,7906,2407906,Monte das Gameleiras,2105
BRA,RN,24,8003,2408003,Mossoró,297378
BRA,RN,24,8102,2408102,Natal,884122
BRA,RN,24,8201,2408201,Nísia Floresta,27602
BRA,RN,24,8300,2408300,Nova Cruz,37343
BRA,RN,24,8409,2408409,OLHO D'ÁGUA DO BORGES,4258
BRA,RN,24,8508,2408508,Ouro Branco,4812
BRA,RN,24,8607,2408607,Paraná,4254
BRA,RN,24,8706,2408706,Paraú,3768
BRA,RN,24,8805,2408805,Parazinho,5237
BRA,RN,24,8904,2408904,Parelhas,21477
BRA,RN,24,8953,2408953,Rio do Fogo,10848
BRA,RN,24,9100,2409100,Passa e Fica,13277
BRA,RN,24,9209,2409209,Passagem,3089
BRA,RN,24,9308,2409308,Patu,12755
BRA,RN,24,9332,2409332,Santa Maria,5551
BRA,RN,24,9407,2409407,Pau dos Ferros,30394
BRA,RN,24,9506,2409506,Pedra Grande,3237
BRA,RN,24,9605,2409605,Pedra Preta,2458
BRA,RN,24,9704,2409704,Pedro Avelino,6716
BRA,RN,24,9803,2409803,Pedro Velho,14806
BRA,RN,24,9902,2409902,Pendências,15129
BRA,RN,24,10009,2410009,Pilões,3838
BRA,RN,24,10108,2410108,Poço Branco,15413
BRA,RN,24,10207,2410207,Portalegre,7867
BRA,RN,24,10256,2410256,Porto do Mangue,6437
BRA,RN,24,10306,2410306,Serra Caiada,10395
BRA,RN,24,10405,2410405,Pureza,9621
BRA,RN,24,10504,2410504,Rafael Fernandes,5098
BRA,RN,24,10603,2410603,Rafael Godeiro,3201
BRA,RN,24,10702,2410702,Riacho da Cruz,3579
BRA,RN,24,10801,2410801,Riacho de Santana,4204
BRA,RN,24,10900,2410900,Riachuelo,8128
BRA,RN,24,11007,2411007,Rodolfo Fernandes,4467
BRA,RN,24,11056,2411056,Tibau,4106
BRA,RN,24,11106,2411106,Ruy Barbosa,3600
BRA,RN,24,11205,2411205,Santa Cruz,39674
BRA,RN,24,11403,2411403,Santana do Matos,12791
BRA,RN,24,11429,2411429,Santana do Seridó,2680
BRA,RN,24,11502,2411502,Santo Antônio,24136
BRA,RN,24,11601,2411601,São Bento do Norte,2747
BRA,RN,24,11700,2411700,São Bento do Trairí,4449
BRA,RN,24,11809,2411809,São Fernando,3584
BRA,RN,24,11908,2411908,São Francisco do Oeste,4228
BRA,RN,24,12005,2412005,São Gonçalo do Amarante,102400
BRA,RN,24,12104,2412104,São João do Sabugi,6193
BRA,RN,24,12203,2412203,São José de Mipibu,43899
BRA,RN,24,12302,2412302,São José do Campestre,12856
BRA,RN,24,12401,2412401,São José do Seridó,4634
BRA,RN,24,12500,2412500,São Miguel,23519
BRA,RN,24,12559,2412559,São Miguel do Gostoso,10282
BRA,RN,24,12609,2412609,São Paulo do Potengi,17579
BRA,RN,24,12708,2412708,São Pedro,5971
BRA,RN,24,12807,2412807,São Rafael,8202
BRA,RN,24,12906,2412906,São Tomé,11055
BRA,RN,24,13003,2413003,São Vicente,6424
BRA,RN,24,13102,2413102,Senador Elói de Souza,6086
BRA,RN,24,13201,2413201,Senador Georgino Avelino,4440
BRA,RN,24,13300,2413300,Serra de São Bento,5762
BRA,RN,24,13359,2413359,Serra do Mel,11938
BRA,RN,24,13409,2413409,Serra Negra do Norte,8078
BRA,RN,24,13508,2413508,Serrinha,6229
BRA,RN,24,13557,2413557,Serrinha dos Pintos,4800
BRA,RN,24,13607,2413607,Severiano Melo,2440
BRA,RN,24,13706,2413706,Sítio Novo,5522
BRA,RN,24,13805,2413805,Taboleiro Grande,2566
BRA,RN,24,13904,2413904,Taipu,12279
BRA,RN,24,14001,2414001,Tangará,15727
BRA,RN,24,14100,2414100,Tenente Ananias,10786
BRA,RN,24,14159,2414159,Tenente Laurentino Cruz,5952
BRA,RN,24,14209,2414209,Tibau do Sul,14180
BRA,RN,24,14308,2414308,Timbaúba dos Batistas,2414
BRA,RN,24,14407,2414407,Touros,33287
BRA,RN,24,14456,2414456,Triunfo Potiguar,3237
BRA,RN,24,14506,2414506,Umarizal,10555
BRA,RN,24,14605,2414605,Upanema,14659
BRA,RN,24,14704,2414704,Várzea,5500
BRA,RN,24,14753,2414753,Venha-Ver,4177
BRA,RN,24,14803,2414803,Vera Cruz,12481
BRA,RN,24,14902,2414902,Viçosa,1718
BRA,RN,24,15008,2415008,Vila Flor,3170
BRA,PB,25,106,2500106,Água Branca,10234
BRA,PB,25,205,2500205,Aguiar,5640
BRA,PB,25,304,2500304,Alagoa Grande,28496
BRA,PB,25,403,2500403,Alagoa Nova,20849
BRA,PB,25,502,2500502,Alagoinha,14489
BRA,PB,25,536,2500536,Alcantil,5492
BRA,PB,25,577,2500577,Algodão de Jandaíra,2567
BRA,PB,25,601,2500601,Alhandra,19588
BRA,PB,25,700,2500700,São João do Rio do Peixe,18034
BRA,PB,25,734,2500734,Amparo,2238
BRA,PB,25,775,2500775,Aparecida,8347
BRA,PB,25,809,2500809,Araçagi,16987
BRA,PB,25,908,2500908,Arara,13470
BRA,PB,25,1005,2501005,Araruna,20312
BRA,PB,25,1104,2501104,Areia,22819
BRA,PB,25,1153,2501153,Areia de Baraúnas,2128
BRA,PB,25,1203,2501203,Areial,6998
BRA,PB,25,1302,2501302,Aroeiras,19153
BRA,PB,25,1351,2501351,Assunção,3990
BRA,PB,25,1401,2501401,Baía da Traição,8993
BRA,PB,25,1500,2501500,Bananeiras,21318
BRA,PB,25,1534,2501534,Baraúna,4892
BRA,PB,25,1575,2501575,Barra de Santana,8359
BRA,PB,25,1609,2501609,Barra de Santa Rosa,15384
BRA,PB,25,1708,2501708,Barra de São Miguel,6036
BRA,PB,25,1807,2501807,Bayeux,96880
BRA,PB,25,1906,2501906,Belém,17676
BRA,PB,25,2003,2502003,Belém do Brejo do Cruz,7342
BRA,PB,25,2052,2502052,Bernardino Batista,3501
BRA,PB,25,2102,2502102,Boa Ventura,5366
BRA,PB,25,2151,2502151,Boa Vista,7051
BRA,PB,25,2201,2502201,Bom Jesus,2561
BRA,PB,25,2300,2502300,Bom Sucesso,4975
BRA,PB,25,2409,2502409,Bonito de Santa Fé,11917
BRA,PB,25,2508,2502508,Boqueirão,17804
BRA,PB,25,2607,2502607,Igaracy,6117
BRA,PB,25,2706,2502706,Borborema,5263
BRA,PB,25,2805,2502805,Brejo do Cruz,14122
BRA,PB,25,2904,2502904,Brejo dos Santos,6449
BRA,PB,25,3001,2503001,Caaporã,21828
BRA,PB,25,3100,2503100,Cabaceiras,5611
BRA,PB,25,3209,2503209,Cabedelo,67736
BRA,PB,25,3308,2503308,Cachoeira dos Índios,10244
BRA,PB,25,3407,2503407,Cacimba de Areia,3682
BRA,PB,25,3506,2503506,Cacimba de Dentro,17187
BRA,PB,25,3555,2503555,Cacimbas,7173
BRA,PB,25,3605,2503605,Caiçara,7201
BRA,PB,25,3704,2503704,Cajazeiras,61993
BRA,PB,25,3753,2503753,Cajazeirinhas,3193
BRA,PB,25,3803,2503803,Caldas Brandão,6014
BRA,PB,25,3902,2503902,Camalaú,6013
BRA,PB,25,4009,2504009,Campina Grande,409731
BRA,PB,25,4033,2504033,Capim,6523
BRA,PB,25,4074,2504074,Caraúbas,4162
BRA,PB,25,4108,2504108,Carrapateira,2659
BRA,PB,25,4157,2504157,Casserengue,7468
BRA,PB,25,4207,2504207,Catingueira,4932
BRA,PB,25,4306,2504306,Catolé do Rocha,30546
BRA,PB,25,4355,2504355,Caturité,4852
BRA,PB,25,4405,2504405,Conceição,18982
BRA,PB,25,4504,2504504,Condado,6654
BRA,PB,25,4603,2504603,Conde,24670
BRA,PB,25,4702,2504702,Congo,4786
BRA,PB,25,4801,2504801,Coremas,15445
BRA,PB,25,4850,2504850,Coxixola,1921
BRA,PB,25,4900,2504900,Cruz do Espírito Santo,17319
BRA,PB,25,5006,2505006,Cubati,7797
BRA,PB,25,5105,2505105,Cuité,20338
BRA,PB,25,5204,2505204,Cuitegi,6803
BRA,PB,25,5238,2505238,Cuité de Mamanguape,6353
BRA,PB,25,5279,2505279,Curral de Cima,5227
BRA,PB,25,5303,2505303,Curral Velho,2516
BRA,PB,25,5352,2505352,Damião,5330
BRA,PB,25,5402,2505402,Desterro,8297
BRA,PB,25,5501,2505501,Vista Serrana,3798
BRA,PB,25,5600,2505600,Diamante,6552
BRA,PB,25,5709,2505709,Dona Inês,10453
BRA,PB,25,5808,2505808,Duas Estradas,3596
BRA,PB,25,5907,2505907,Emas,3522
BRA,PB,25,6004,2506004,Esperança,33007
BRA,PB,25,6103,2506103,Fagundes,11253
BRA,PB,25,6202,2506202,Frei Martinho,2989
BRA,PB,25,6251,2506251,Gado Bravo,8316
BRA,PB,25,6301,2506301,Guarabira,58833
BRA,PB,25,6400,2506400,Gurinhém,14129
BRA,PB,25,6509,2506509,Gurjão,3428
BRA,PB,25,6608,2506608,Ibiara,5929
BRA,PB,25,6707,2506707,Imaculada,11819
BRA,PB,25,6806,2506806,Ingá,18103
BRA,PB,25,6905,2506905,Itabaiana,24477
BRA,PB,25,7002,2507002,Itaporanga,24692
BRA,PB,25,7101,2507101,Itapororoca,18664
BRA,PB,25,7200,2507200,Itatuba,10962
BRA,PB,25,7309,2507309,Jacaraú,14431
BRA,PB,25,7408,2507408,Jericó,7739
BRA,PB,25,7507,2507507,João Pessoa,809015
BRA,PB,25,7606,2507606,Juarez Távora,7936
BRA,PB,25,7705,2507705,Juazeirinho,18171
BRA,PB,25,7804,2507804,Junco do Seridó,7150
BRA,PB,25,7903,2507903,Juripiranga,10756
BRA,PB,25,8000,2508000,Juru,9867
BRA,PB,25,8109,2508109,Lagoa,4666
BRA,PB,25,8208,2508208,Lagoa de Dentro,7719
BRA,PB,25,8307,2508307,Lagoa Seca,27503
BRA,PB,25,8406,2508406,Lastro,2737
BRA,PB,25,8505,2508505,Livramento,7256
BRA,PB,25,8554,2508554,Logradouro,4332
BRA,PB,25,8604,2508604,Lucena,13080
BRA,PB,25,8703,2508703,Mãe d'Água,4009
BRA,PB,25,8802,2508802,Malta,5759
BRA,PB,25,8901,2508901,Mamanguape,44882
BRA,PB,25,9008,2509008,Manaíra,10955
BRA,PB,25,9057,2509057,Marcação,8558
BRA,PB,25,9107,2509107,Mari,21837
BRA,PB,25,9156,2509156,Marizópolis,6617
BRA,PB,25,9206,2509206,Massaranduba,13918
BRA,PB,25,9305,2509305,Mataraca,8434
BRA,PB,25,9339,2509339,Matinhas,4500
BRA,PB,25,9370,2509370,Mato Grosso,2908
BRA,PB,25,9396,2509396,Maturéia,6569
BRA,PB,25,9404,2509404,Mogeiro,13284
BRA,PB,25,9503,2509503,Montadas,5669
BRA,PB,25,9602,2509602,Monte Horebe,4816
BRA,PB,25,9701,2509701,Monteiro,33222
BRA,PB,25,9800,2509800,Mulungu,9902
BRA,PB,25,9909,2509909,Natuba,10454
BRA,PB,25,10006,2510006,Nazarezinho,7301
BRA,PB,25,10105,2510105,Nova Floresta,10638
BRA,PB,25,10204,2510204,Nova Olinda,5949
BRA,PB,25,10303,2510303,Nova Palmeira,4906
BRA,PB,25,10402,2510402,Olho d'Água,6526
BRA,PB,25,10501,2510501,Olivedos,3932
BRA,PB,25,10600,2510600,Ouro Velho,3039
BRA,PB,25,10659,2510659,Parari,1771
BRA,PB,25,10709,2510709,Passagem,2419
BRA,PB,25,10808,2510808,Patos,107605
BRA,PB,25,10907,2510907,Paulista,12347
BRA,PB,25,11004,2511004,Pedra Branca,3801
BRA,PB,25,11103,2511103,Pedra Lavrada,7843
BRA,PB,25,11202,2511202,Pedras de Fogo,28458
BRA,PB,25,11301,2511301,Piancó,16075
BRA,PB,25,11400,2511400,Picuí,18703
BRA,PB,25,11509,2511509,Pilar,11917
BRA,PB,25,11608,2511608,Pilões,6635
BRA,PB,25,11707,2511707,Pilõezinhos,4976
BRA,PB,25,11806,2511806,Pirpirituba,10579
BRA,PB,25,11905,2511905,Pitimbu,19065
BRA,PB,25,12002,2512002,Pocinhos,18564
BRA,PB,25,12036,2512036,Poço Dantas,3888
BRA,PB,25,12077,2512077,Poço de José de Moura,4307
BRA,PB,25,12101,2512101,Pombal,32801
BRA,PB,25,12200,2512200,Prata,4209
BRA,PB,25,12309,2512309,Princesa Isabel,23345
BRA,PB,25,12408,2512408,Puxinanã,13680
BRA,PB,25,12507,2512507,Queimadas,43967
BRA,PB,25,12606,2512606,Quixaba,1956
BRA,PB,25,12705,2512705,Remígio,19621
BRA,PB,25,12721,2512721,Pedro Régis,6089
BRA,PB,25,12747,2512747,Riachão,3588
BRA,PB,25,12754,2512754,Riachão do Bacamarte,4521
BRA,PB,25,12762,2512762,Riachão do Poço,4509
BRA,PB,25,12788,2512788,Riacho de Santo Antônio,1948
BRA,PB,25,12804,2512804,Riacho dos Cavalos,8526
BRA,PB,25,12903,2512903,Rio Tinto,24176
BRA,PB,25,13000,2513000,Salgadinho,3885
BRA,PB,25,13109,2513109,Salgado de São Félix,12140
BRA,PB,25,13158,2513158,Santa Cecília,6558
BRA,PB,25,13208,2513208,Santa Cruz,6583
BRA,PB,25,13307,2513307,Santa Helena,5889
BRA,PB,25,13356,2513356,Santa Inês,3595
BRA,PB,25,13406,2513406,Santa Luzia,15382
BRA,PB,25,13505,2513505,Santana de Mangueira,5162
BRA,PB,25,13604,2513604,Santana dos Garrotes,7031
BRA,PB,25,13653,2513653,Joca Claudino,2636
BRA,PB,25,13703,2513703,Santa Rita,136586
BRA,PB,25,13802,2513802,Santa Teresinha,4573
BRA,PB,25,13851,2513851,Santo André,2521
BRA,PB,25,13901,2513901,São Bento,34031
BRA,PB,25,13927,2513927,São Bentinho,4529
BRA,PB,25,13943,2513943,São Domingos do Cariri,2615
BRA,PB,25,13968,2513968,São Domingos,3073
BRA,PB,25,13984,2513984,São Francisco,3392
BRA,PB,25,14008,2514008,São João do Cariri,4199
BRA,PB,25,14107,2514107,São João do Tigre,4422
BRA,PB,25,14206,2514206,São José da Lagoa Tapada,7630
BRA,PB,25,14305,2514305,São José de Caiana,6359
BRA,PB,25,14404,2514404,São José de Espinharas,4682
BRA,PB,25,14453,2514453,São José dos Ramos,5957
BRA,PB,25,14503,2514503,São José de Piranhas,20251
BRA,PB,25,14552,2514552,São José de Princesa,4003
BRA,PB,25,14602,2514602,São José do Bonfim,3557
BRA,PB,25,14651,2514651,São José do Brejo do Cruz,1801
BRA,PB,25,14701,2514701,São José do Sabugi,4141
BRA,PB,25,14800,2514800,São José dos Cordeiros,3628
BRA,PB,25,14909,2514909,São Mamede,7724
BRA,PB,25,15005,2515005,São Miguel de Taipu,7368
BRA,PB,25,15104,2515104,São Sebastião de Lagoa de Roça,11661
BRA,PB,25,15203,2515203,São Sebastião do Umbuzeiro,3489
BRA,PB,25,15302,2515302,Sapé,52625
BRA,PB,25,15401,2515401,São Vicente do Seridó,10775
BRA,PB,25,15500,2515500,Serra Branca,13699
BRA,PB,25,15609,2515609,Serra da Raiz,3148
BRA,PB,25,15708,2515708,Serra Grande,2909
BRA,PB,25,15807,2515807,Serra Redonda,7041
BRA,PB,25,15906,2515906,Serraria,6099
BRA,PB,25,15930,2515930,Sertãozinho,5024
BRA,PB,25,15971,2515971,Sobrado,7783
BRA,PB,25,16003,2516003,Solânea,26407
BRA,PB,25,16102,2516102,Soledade,14989
BRA,PB,25,16151,2516151,Sossêgo,3555
BRA,PB,25,16201,2516201,Sousa,69444
BRA,PB,25,16300,2516300,Sumé,16966
BRA,PB,25,16409,2516409,Tacima,10911
BRA,PB,25,16508,2516508,Taperoá,15376
BRA,PB,25,16607,2516607,Tavares,14726
BRA,PB,25,16706,2516706,Teixeira,15161
BRA,PB,25,16755,2516755,Tenório,3058
BRA,PB,25,16805,2516805,Triunfo,9455
BRA,PB,25,16904,2516904,Uiraúna,15242
BRA,PB,25,17001,2517001,Umbuzeiro,9907
BRA,PB,25,17100,2517100,Várzea,2810
BRA,PB,25,17209,2517209,Vieirópolis,5348
BRA,PB,25,17407,2517407,Zabelê,2240
BRA,PE,26,54,2600054,Abreu e Lima,99990
BRA,PE,26,104,2600104,Afogados da Ingazeira,37259
BRA,PE,26,203,2600203,Afrânio,19635
BRA,PE,26,302,2600302,Agrestina,24885
BRA,PE,26,401,2600401,Água Preta,36771
BRA,PE,26,500,2600500,Águas Belas,43443
BRA,PE,26,609,2600609,Alagoinha,14636
BRA,PE,26,708,2600708,Aliança,38386
BRA,PE,26,807,2600807,Altinho,22972
BRA,PE,26,906,2600906,Amaraji,22829
BRA,PE,26,1003,2601003,Angelim,11150
BRA,PE,26,1052,2601052,Araçoiaba,20524
BRA,PE,26,1102,2601102,Araripina,84418
BRA,PE,26,1201,2601201,Arcoverde,74338
BRA,PE,26,1300,2601300,Barra de Guabiraba,14385
BRA,PE,26,1409,2601409,Barreiros,42659
BRA,PE,26,1508,2601508,Belém de Maria,12073
BRA,PE,26,1607,2601607,Belém do São Francisco,20729
BRA,PE,26,1706,2601706,Belo Jardim,76439
BRA,PE,26,1805,2601805,Betânia,12719
BRA,PE,26,1904,2601904,Bezerros,60798
BRA,PE,26,2001,2602001,Bodocó,38146
BRA,PE,26,2100,2602100,Bom Conselho,48554
BRA,PE,26,2209,2602209,Bom Jardim,39184
BRA,PE,26,2308,2602308,Bonito,38134
BRA,PE,26,2407,2602407,Brejão,8993
BRA,PE,26,2506,2602506,Brejinho,7487
BRA,PE,26,2605,2602605,Brejo da Madre de Deus,50742
BRA,PE,26,2704,2602704,Buenos Aires,13155
BRA,PE,26,2803,2602803,Buíque,58378
BRA,PE,26,2902,2602902,Cabo de Santo Agostinho,207048
BRA,PE,26,3009,2603009,Cabrobó,34221
BRA,PE,26,3108,2603108,Cachoeirinha,20380
BRA,PE,26,3207,2603207,Caetés,28739
BRA,PE,26,3306,2603306,Calçado,11053
BRA,PE,26,3405,2603405,Calumbi,5750
BRA,PE,26,3454,2603454,Camaragibe,157828
BRA,PE,26,3504,2603504,Camocim de São Félix,18765
BRA,PE,26,3603,2603603,Camutanga,8551
BRA,PE,26,3702,2603702,Canhotinho,24804
BRA,PE,26,3801,2603801,Capoeiras,20048
BRA,PE,26,3900,2603900,Carnaíba,19551
BRA,PE,26,3926,2603926,Carnaubeira da Penha,12932
BRA,PE,26,4007,2604007,Carpina,83641
BRA,PE,26,4106,2604106,Caruaru,361118
BRA,PE,26,4155,2604155,Casinhas,14341
BRA,PE,26,4205,2604205,Catende,42892
BRA,PE,26,4304,2604304,Cedro,11807
BRA,PE,26,4403,2604403,Chã de Alegria,13518
BRA,PE,26,4502,2604502,Chã Grande,21698
BRA,PE,26,4601,2604601,Condado,26421
BRA,PE,26,4700,2604700,Correntes,18207
BRA,PE,26,4809,2604809,Cortês,12578
BRA,PE,26,4908,2604908,Cumaru,10906
BRA,PE,26,5004,2605004,Cupira,24107
BRA,PE,26,5103,2605103,Custódia,37111
BRA,PE,26,5152,2605152,Dormentes,18908
BRA,PE,26,5202,2605202,Escada,68875
BRA,PE,26,5301,2605301,Exu,31825
BRA,PE,26,5400,2605400,Feira Nova,22131
BRA,PE,26,5459,2605459,Fernando de Noronha,3061
BRA,PE,26,5509,2605509,Ferreiros,12123
BRA,PE,26,5608,2605608,Flores,22624
BRA,PE,26,5707,2605707,Floresta,32873
BRA,PE,26,5806,2605806,Frei Miguelinho,15457
BRA,PE,26,5905,2605905,Gameleira,31052
BRA,PE,26,6002,2606002,Garanhuns,139788
BRA,PE,26,6101,2606101,Glória do Goitá,30604
BRA,PE,26,6200,2606200,Goiana,79758
BRA,PE,26,6309,2606309,Granito,7486
BRA,PE,26,6408,2606408,Gravatá,84074
BRA,PE,26,6507,2606507,Iati,19197
BRA,PE,26,6606,2606606,Ibimirim,29235
BRA,PE,26,6705,2606705,Ibirajuba,7762
BRA,PE,26,6804,2606804,Igarassu,117019
BRA,PE,26,6903,2606903,Iguaracy,12228
BRA,PE,26,7000,2607000,Inajá,23247
BRA,PE,26,7109,2607109,Ingazeira,4548
BRA,PE,26,7208,2607208,Ipojuca,96204
BRA,PE,26,7307,2607307,Ipubi,30854
BRA,PE,26,7406,2607406,Itacuruba,4918
BRA,PE,26,7505,2607505,Itaíba,26349
BRA,PE,26,7604,2607604,Ilha de Itamaracá,26258
BRA,PE,26,7653,2607653,Itambé,36447
BRA,PE,26,7703,2607703,Itapetim,13616
BRA,PE,26,7752,2607752,Itapissuma,26651
BRA,PE,26,7802,2607802,Itaquitinga,16955
BRA,PE,26,7901,2607901,Jaboatão dos Guararapes,702298
BRA,PE,26,7950,2607950,Jaqueira,11656
BRA,PE,26,8008,2608008,Jataúba,17150
BRA,PE,26,8057,2608057,Jatobá,14796
BRA,PE,26,8107,2608107,João Alfredo,33822
BRA,PE,26,8206,2608206,Joaquim Nabuco,16023
BRA,PE,26,8255,2608255,Jucati,11424
BRA,PE,26,8305,2608305,Jupi,14836
BRA,PE,26,8404,2608404,Jurema,15378
BRA,PE,26,8453,2608453,Lagoa do Carro,18071
BRA,PE,26,8503,2608503,Lagoa de Itaenga,21429
BRA,PE,26,8602,2608602,Lagoa do Ouro,13145
BRA,PE,26,8701,2608701,Lagoa dos Gatos,16290
BRA,PE,26,8750,2608750,Lagoa Grande,25601
BRA,PE,26,8800,2608800,Lajedo,40288
BRA,PE,26,8909,2608909,Limoeiro,56250
BRA,PE,26,9006,2609006,Macaparana,25376
BRA,PE,26,9105,2609105,Machados,16088
BRA,PE,26,9154,2609154,Manari,21434
BRA,PE,26,9204,2609204,Maraial,11345
BRA,PE,26,9303,2609303,Mirandiba,15390
BRA,PE,26,9402,2609402,Moreno,62784
BRA,PE,26,9501,2609501,Nazaré da Mata,32471
BRA,PE,26,9600,2609600,Olinda,392482
BRA,PE,26,9709,2609709,Orobó,23884
BRA,PE,26,9808,2609808,Orocó,14991
BRA,PE,26,9907,2609907,Ouricuri,69459
BRA,PE,26,10004,2610004,Palmares,63250
BRA,PE,26,10103,2610103,Palmeirina,7693
BRA,PE,26,10202,2610202,Panelas,26474
BRA,PE,26,10301,2610301,Paranatama,11523
BRA,PE,26,10400,2610400,Parnamirim,22010
BRA,PE,26,10509,2610509,Passira,28933
BRA,PE,26,10608,2610608,Paudalho,56506
BRA,PE,26,10707,2610707,Paulista,331774
BRA,PE,26,10806,2610806,Pedra,22617
BRA,PE,26,10905,2610905,Pesqueira,67395
BRA,PE,26,11002,2611002,Petrolândia,36548
BRA,PE,26,11101,2611101,Petrolina,349145
BRA,PE,26,11200,2611200,Poção,11302
BRA,PE,26,11309,2611309,Pombos,27091
BRA,PE,26,11408,2611408,Primavera,14966
BRA,PE,26,11507,2611507,Quipapá,26037
BRA,PE,26,11533,2611533,Quixaba,6813
BRA,PE,26,11606,2611606,Recife,1645727
BRA,PE,26,11705,2611705,Riacho das Almas,20546
BRA,PE,26,11804,2611804,Ribeirão,47415
BRA,PE,26,11903,2611903,Rio Formoso,23535
BRA,PE,26,12000,2612000,Sairé,9932
BRA,PE,26,12109,2612109,Salgadinho,10919
BRA,PE,26,12208,2612208,Salgueiro,60930
BRA,PE,26,12307,2612307,Saloá,15843
BRA,PE,26,12406,2612406,Sanharó,26462
BRA,PE,26,12455,2612455,Santa Cruz,15398
BRA,PE,26,12471,2612471,Santa Cruz da Baixa Verde,12592
BRA,PE,26,12505,2612505,Santa Cruz do Capibaribe,107937
BRA,PE,26,12554,2612554,Santa Filomena,14477
BRA,PE,26,12604,2612604,Santa Maria da Boa Vista,41931
BRA,PE,26,12703,2612703,Santa Maria do Cambucá,14137
BRA,PE,26,12802,2612802,Santa Terezinha,11815
BRA,PE,26,12901,2612901,São Benedito do Sul,15895
BRA,PE,26,13008,2613008,São Bento do Una,59504
BRA,PE,26,13107,2613107,São Caitano,37245
BRA,PE,26,13206,2613206,São João,22793
BRA,PE,26,13305,2613305,São Joaquim do Monte,21356
BRA,PE,26,13404,2613404,São José da Coroa Grande,21298
BRA,PE,26,13503,2613503,São José do Belmonte,33959
BRA,PE,26,13602,2613602,São José do Egito,33951
BRA,PE,26,13701,2613701,São Lourenço da Mata,113230
BRA,PE,26,13800,2613800,SÃO VICENTE FÉRRER,18018
BRA,PE,26,13909,2613909,Serra Talhada,86350
BRA,PE,26,14006,2614006,Serrita,19165
BRA,PE,26,14105,2614105,Sertânia,35907
BRA,PE,26,14204,2614204,Sirinhaém,45865
BRA,PE,26,14303,2614303,Moreilândia,11270
BRA,PE,26,14402,2614402,Solidão,6007
BRA,PE,26,14501,2614501,Surubim,65089
BRA,PE,26,14600,2614600,Tabira,28534
BRA,PE,26,14709,2614709,Tacaimbó,12874
BRA,PE,26,14808,2614808,Tacaratu,25765
BRA,PE,26,14857,2614857,Tamandaré,23388
BRA,PE,26,15003,2615003,Taquaritinga do Norte,28775
BRA,PE,26,15102,2615102,Terezinha,7169
BRA,PE,26,15201,2615201,Terra Nova,10096
BRA,PE,26,15300,2615300,Timbaúba,53022
BRA,PE,26,15409,2615409,Toritama,45219
BRA,PE,26,15508,2615508,Tracunhaém,13769
BRA,PE,26,15607,2615607,Trindade,30521
BRA,PE,26,15706,2615706,Triunfo,15254
BRA,PE,26,15805,2615805,Tupanatinga,27304
BRA,PE,26,15904,2615904,Tuparetama,8202
BRA,PE,26,16001,2616001,Venturosa,18482
BRA,PE,26,16100,2616100,Verdejante,9534
BRA,PE,26,16183,2616183,Vertente do Lério,7618
BRA,PE,26,16209,2616209,Vertentes,20731
BRA,PE,26,16308,2616308,Vicência,32643
BRA,PE,26,16407,2616407,Vitória de Santo Antão,138757
BRA,PE,26,16506,2616506,Xexéu,14725
BRA,AL,27,102,2700102,Água Branca,20196
BRA,AL,27,201,2700201,Anadia,17545
BRA,AL,27,300,2700300,Arapiraca,231747
BRA,AL,27,409,2700409,Atalaia,47185
BRA,AL,27,508,2700508,Barra de Santo Antônio,15932
BRA,AL,27,607,2700607,Barra de São Miguel,8322
BRA,AL,27,706,2700706,Batalha,18232
BRA,AL,27,805,2700805,Belém,4344
BRA,AL,27,904,2700904,Belo Monte,6704
BRA,AL,27,1001,2701001,Boca da Mata,27281
BRA,AL,27,1100,2701100,Branquinha,10494
BRA,AL,27,1209,2701209,Cacimbinhas,10858
BRA,AL,27,1308,2701308,Cajueiro,21264
BRA,AL,27,1357,2701357,Campestre,6936
BRA,AL,27,1407,2701407,Campo Alegre,57063
BRA,AL,27,1506,2701506,Campo Grande,9558
BRA,AL,27,1605,2701605,Canapi,17722
BRA,AL,27,1704,2701704,Capela,17053
BRA,AL,27,1803,2701803,Carneiros,9081
BRA,AL,27,1902,2701902,Chã Preta,7311
BRA,AL,27,2009,2702009,Coité do Nóia,10693
BRA,AL,27,2108,2702108,Colônia Leopoldina,21698
BRA,AL,27,2207,2702207,Coqueiro Seco,5845
BRA,AL,27,2306,2702306,Coruripe,56933
BRA,AL,27,2355,2702355,Craíbas,24219
BRA,AL,27,2405,2702405,Delmiro Gouveia,52016
BRA,AL,27,2504,2702504,Dois Riachos,11075
BRA,AL,27,2553,2702553,Estrela de Alagoas,18205
BRA,AL,27,2603,2702603,Feira Grande,22166
BRA,AL,27,2702,2702702,Feliz Deserto,4754
BRA,AL,27,2801,2702801,Flexeiras,12790
BRA,AL,27,2900,2702900,Girau do Ponciano,40917
BRA,AL,27,3007,2703007,Ibateguara,15616
BRA,AL,27,3106,2703106,Igaci,25631
BRA,AL,27,3205,2703205,Igreja Nova,24499
BRA,AL,27,3304,2703304,Inhapi,18385
