PAIS,UF,COD_UF,COD_MUNIC,CD_GEOCMU,MUNICIPIO,POP2019
BRA,MG,31,59506,3159506,Santa Rita do Itueto,5489
BRA,MG,31,59605,3159605,Santa Rita do Sapucaí,43260
BRA,MG,31,59704,3159704,Santa Rosa da Serra,3350
BRA,MG,31,59803,3159803,Santa Vitória,19742
BRA,MG,31,59902,3159902,Santo Antônio do Amparo,18525
BRA,MG,31,60009,3160009,Santo Antônio do Aventureiro,3602
BRA,MG,31,60108,3160108,Santo Antônio do Grama,3911
BRA,MG,31,60207,3160207,Santo Antônio do Itambé,3838
BRA,MG,31,60306,3160306,Santo Antônio do Jacinto,11640
BRA,MG,31,60405,3160405,Santo Antônio do Monte,28243
BRA,MG,31,60454,3160454,Santo Antônio do Retiro,7277
BRA,MG,31,60504,3160504,Santo Antônio do Rio Abaixo,1765
BRA,MG,31,60603,3160603,Santo Hipólito,3087
BRA,MG,31,60702,3160702,Santos Dumont,46487
BRA,MG,31,60801,3160801,São Bento Abade,5286
BRA,MG,31,60900,3160900,São Brás do Suaçuí,3738
BRA,MG,31,60959,3160959,São Domingos das Dores,5644
BRA,MG,31,61007,3161007,São Domingos do Prata,17359
BRA,MG,31,61056,3161056,São Félix de Minas,3369
BRA,MG,31,61106,3161106,São Francisco,56323
BRA,MG,31,61205,3161205,São Francisco de Paula,6527
BRA,MG,31,61304,3161304,São Francisco de Sales,6238
BRA,MG,31,61403,3161403,São Francisco do Glória,4844
BRA,MG,31,61502,3161502,São Geraldo,12366
BRA,MG,31,61601,3161601,São Geraldo da Piedade,3962
BRA,MG,31,61650,3161650,São Geraldo do Baixio,4012
BRA,MG,31,61700,3161700,São Gonçalo do Abaeté,8389
BRA,MG,31,61809,3161809,São Gonçalo do Pará,12411
BRA,MG,31,61908,3161908,São Gonçalo do Rio Abaixo,10920
BRA,MG,31,62005,3162005,São Gonçalo do Sapucaí,25449
BRA,MG,31,62104,3162104,São Gotardo,35469
BRA,MG,31,62203,3162203,São João Batista do Glória,7453
BRA,MG,31,62252,3162252,São João da Lagoa,4915
BRA,MG,31,62302,3162302,São João da Mata,2749
BRA,MG,31,62401,3162401,São João da Ponte,25165
BRA,MG,31,62450,3162450,São João das Missões,13014
BRA,MG,31,62500,3162500,São João del Rei,90082
BRA,MG,31,62559,3162559,São João do Manhuaçu,11559
BRA,MG,31,62575,3162575,São João do Manteninha,5859
BRA,MG,31,62609,3162609,São João do Oriente,7498
BRA,MG,31,62658,3162658,São João do Pacuí,4419
BRA,MG,31,62708,3162708,São João do Paraíso,23618
BRA,MG,31,62807,3162807,São João Evangelista,15774
BRA,MG,31,62906,3162906,São João Nepomuceno,26361
BRA,MG,31,62922,3162922,São Joaquim de Bicas,31578
BRA,MG,31,62948,3162948,São José da Barra,7426
BRA,MG,31,62955,3162955,São José da Lapa,23766
BRA,MG,31,63003,3163003,São José da Safira,4268
BRA,MG,31,63102,3163102,São José da Varginha,5004
BRA,MG,31,63201,3163201,São José do Alegre,4196
BRA,MG,31,63300,3163300,São José do Divino,3860
BRA,MG,31,63409,3163409,São José do Goiabal,5420
BRA,MG,31,63508,3163508,São José do Jacuri,6453
BRA,MG,31,63607,3163607,São José do Mantimento,2791
BRA,MG,31,63706,3163706,São Lourenço,45851
BRA,MG,31,63805,3163805,São Miguel do Anta,6938
BRA,MG,31,63904,3163904,São Pedro da União,4659
BRA,MG,31,64001,3164001,São Pedro dos Ferros,7781
BRA,MG,31,64100,3164100,São Pedro do Suaçuí,5246
BRA,MG,31,64209,3164209,São Romão,12337
BRA,MG,31,64308,3164308,São Roque de Minas,7051
BRA,MG,31,64407,3164407,São Sebastião da Bela Vista,5504
BRA,MG,31,64431,3164431,São Sebastião da Vargem Alegre,3007
BRA,MG,31,64472,3164472,São Sebastião do Anta,6555
BRA,MG,31,64506,3164506,São Sebastião do Maranhão,10044
BRA,MG,31,64605,3164605,São Sebastião do Oeste,6775
BRA,MG,31,64704,3164704,São Sebastião do Paraíso,70956
BRA,MG,31,64803,3164803,São Sebastião do Rio Preto,1506
BRA,MG,31,64902,3164902,São Sebastião do Rio Verde,2241
BRA,MG,31,65008,3165008,São Tiago,10941
BRA,MG,31,65107,3165107,São Tomás de Aquino,7021
BRA,MG,31,65206,3165206,São Thomé das Letras,7089
BRA,MG,31,65305,3165305,São Vicente de Minas,7753
BRA,MG,31,65404,3165404,Sapucaí-Mirim,6930
BRA,MG,31,65503,3165503,Sardoá,6300
BRA,MG,31,65537,3165537,Sarzedo,32752
BRA,MG,31,65552,3165552,Setubinha,12258
BRA,MG,31,65560,3165560,Sem-Peixe,2633
BRA,MG,31,65578,3165578,Senador Amaral,5356
BRA,MG,31,65602,3165602,Senador Cortes,2005
BRA,MG,31,65701,3165701,Senador Firmino,7812
BRA,MG,31,65800,3165800,Senador José Bento,1502
BRA,MG,31,65909,3165909,Senador Modestino Gonçalves,4156
BRA,MG,31,66006,3166006,Senhora de Oliveira,5786
BRA,MG,31,66105,3166105,Senhora do Porto,3523
BRA,MG,31,66204,3166204,Senhora dos Remédios,10459
BRA,MG,31,66303,3166303,Sericita,7326
BRA,MG,31,66402,3166402,Seritinga,1851
BRA,MG,31,66501,3166501,Serra Azul de Minas,4293
BRA,MG,31,66600,3166600,Serra da Saudade,781
BRA,MG,31,66709,3166709,Serra dos Aimorés,8699
BRA,MG,31,66808,3166808,Serra do Salitre,11582
BRA,MG,31,66907,3166907,Serrania,7669
BRA,MG,31,66956,3166956,Serranópolis de Minas,4781
BRA,MG,31,67004,3167004,Serranos,1963
BRA,MG,31,67103,3167103,Serro,20966
BRA,MG,31,67202,3167202,Sete Lagoas,239639
BRA,MG,31,67301,3167301,Silveirânia,2261
BRA,MG,31,67400,3167400,Silvianópolis,6238
BRA,MG,31,67509,3167509,Simão Pereira,2615
BRA,MG,31,67608,3167608,Simonésia,19633
BRA,MG,31,67707,3167707,Sobrália,5553
BRA,MG,31,67806,3167806,Soledade de Minas,6151
BRA,MG,31,67905,3167905,Tabuleiro,3750
BRA,MG,31,68002,3168002,Taiobeiras,34132
BRA,MG,31,68051,3168051,Taparuba,3110
BRA,MG,31,68101,3168101,Tapira,4773
BRA,MG,31,68200,3168200,Tapiraí,1875
BRA,MG,31,68309,3168309,Taquaraçu de Minas,4077
BRA,MG,31,68408,3168408,Tarumirim,14326
BRA,MG,31,68507,3168507,Teixeiras,11661
BRA,MG,31,68606,3168606,Teófilo Otoni,140592
BRA,MG,31,68705,3168705,Timóteo,89842
BRA,MG,31,68804,3168804,Tiradentes,7981
BRA,MG,31,68903,3168903,Tiros,6480
BRA,MG,31,69000,3169000,Tocantins,16659
BRA,MG,31,69059,3169059,Tocos do Moji,4101
BRA,MG,31,69109,3169109,Toledo,6258
BRA,MG,31,69208,3169208,Tombos,8022
BRA,MG,31,69307,3169307,Três Corações,79482
BRA,MG,31,69356,3169356,Três Marias,32356
BRA,MG,31,69406,3169406,Três Pontas,56746
BRA,MG,31,69505,3169505,Tumiritinga,6732
BRA,MG,31,69604,3169604,Tupaciguara,25327
BRA,MG,31,69703,3169703,Turmalina,19964
BRA,MG,31,69802,3169802,Turvolândia,5040
BRA,MG,31,69901,3169901,Ubá,115552
BRA,MG,31,70008,3170008,Ubaí,12533
BRA,MG,31,70057,3170057,Ubaporanga,12471
BRA,MG,31,70107,3170107,Uberaba,333783
BRA,MG,31,70206,3170206,Uberlândia,691305
BRA,MG,31,70305,3170305,Umburatiba,2611
BRA,MG,31,70404,3170404,Unaí,84378
BRA,MG,31,70438,3170438,União de Minas,4304
BRA,MG,31,70479,3170479,Uruana de Minas,3264
BRA,MG,31,70503,3170503,Urucânia,10358
BRA,MG,31,70529,3170529,Urucuia,16865
BRA,MG,31,70578,3170578,Vargem Alegre,6480
BRA,MG,31,70602,3170602,Vargem Bonita,2153
BRA,MG,31,70651,3170651,Vargem Grande do Rio Pardo,5007
BRA,MG,31,70701,3170701,Varginha,135558
BRA,MG,31,70750,3170750,Varjão de Minas,7036
BRA,MG,31,70800,3170800,Várzea da Palma,39493
BRA,MG,31,70909,3170909,Varzelândia,19320
BRA,MG,31,71006,3171006,Vazante,20590
BRA,MG,31,71030,3171030,Verdelândia,9355
BRA,MG,31,71071,3171071,Veredinha,5720
BRA,MG,31,71105,3171105,Veríssimo,3999
BRA,MG,31,71154,3171154,Vermelho Novo,4839
BRA,MG,31,71204,3171204,Vespasiano,127601
BRA,MG,31,71303,3171303,Viçosa,78846
BRA,MG,31,71402,3171402,Vieiras,3608
BRA,MG,31,71501,3171501,Mathias Lobato,3203
BRA,MG,31,71600,3171600,Virgem da Lapa,13752
BRA,MG,31,71709,3171709,Virgínia,8674
BRA,MG,31,71808,3171808,Virginópolis,10510
BRA,MG,31,71907,3171907,Virgolândia,5380
BRA,MG,31,72004,3172004,Visconde do Rio Branco,42564
BRA,MG,31,72103,3172103,Volta Grande,5252
BRA,MG,31,72202,3172202,Wenceslau Braz,2552
BRA,ES,32,102,3200102,Afonso Cláudio,30586
BRA,ES,32,136,3200136,Águia Branca,9642
BRA,ES,32,169,3200169,Água Doce do Norte,11019
BRA,ES,32,201,3200201,Alegre,30084
BRA,ES,32,300,3200300,Alfredo Chaves,14601
BRA,ES,32,359,3200359,Alto Rio Novo,7836
BRA,ES,32,409,3200409,Anchieta,29263
BRA,ES,32,508,3200508,Apiacá,7567
BRA,ES,32,607,3200607,Aracruz,101220
BRA,ES,32,706,3200706,ATÍLIO VIVACQUA,11936
BRA,ES,32,805,3200805,Baixo Guandu,30998
BRA,ES,32,904,3200904,Barra de São Francisco,44650
BRA,ES,32,1001,3201001,Boa Esperança,15037
BRA,ES,32,1100,3201100,Bom Jesus do Norte,9936
BRA,ES,32,1159,3201159,Brejetuba,12404
BRA,ES,32,1209,3201209,Cachoeiro de Itapemirim,208972
BRA,ES,32,1308,3201308,Cariacica,381285
BRA,ES,32,1407,3201407,Castelo,37534
BRA,ES,32,1506,3201506,Colatina,122499
BRA,ES,32,1605,3201605,Conceição da Barra,31063
BRA,ES,32,1704,3201704,Conceição do Castelo,12723
BRA,ES,32,1803,3201803,Divino de São Lourenço,4304
BRA,ES,32,1902,3201902,Domingos Martins,33850
BRA,ES,32,2009,3202009,Dores do Rio Preto,6749
BRA,ES,32,2108,3202108,Ecoporanga,22923
BRA,ES,32,2207,3202207,Fundão,21509
BRA,ES,32,2256,3202256,Governador Lindenberg,12709
BRA,ES,32,2306,3202306,Guaçuí,30867
BRA,ES,32,2405,3202405,Guarapari,124859
BRA,ES,32,2454,3202454,Ibatiba,26082
BRA,ES,32,2504,3202504,Ibiraçu,12479
BRA,ES,32,2553,3202553,Ibitirama,8889
BRA,ES,32,2603,3202603,Iconha,13860
BRA,ES,32,2652,3202652,Irupi,13377
BRA,ES,32,2702,3202702,Itaguaçu,14066
BRA,ES,32,2801,3202801,Itapemirim,34348
BRA,ES,32,2900,3202900,Itarana,10555
BRA,ES,32,3007,3203007,Iúna,29161
BRA,ES,32,3056,3203056,Jaguaré,30477
BRA,ES,32,3106,3203106,Jerônimo Monteiro,12192
BRA,ES,32,3130,3203130,João Neiva,16668
BRA,ES,32,3163,3203163,Laranja da Terra,10947
BRA,ES,32,3205,3203205,Linhares,173555
BRA,ES,32,3304,3203304,Mantenópolis,15350
BRA,ES,32,3320,3203320,Marataízes,38499
BRA,ES,32,3346,3203346,Marechal Floriano,16694
BRA,ES,32,3353,3203353,Marilândia,12833
BRA,ES,32,3403,3203403,Mimoso do Sul,26153
BRA,ES,32,3502,3203502,Montanha,18833
BRA,ES,32,3601,3203601,Mucurici,5524
BRA,ES,32,3700,3203700,Muniz Freire,17465
BRA,ES,32,3809,3203809,Muqui,15449
BRA,ES,32,3908,3203908,Nova Venécia,50110
BRA,ES,32,4005,3204005,Pancas,23184
BRA,ES,32,4054,3204054,Pedro Canário,26184
BRA,ES,32,4104,3204104,Pinheiros,27047
BRA,ES,32,4203,3204203,Piúma,21711
BRA,ES,32,4252,3204252,Ponto Belo,7863
BRA,ES,32,4302,3204302,Presidente Kennedy,11574
BRA,ES,32,4351,3204351,Rio Bananal,19141
BRA,ES,32,4401,3204401,Rio Novo do Sul,11622
BRA,ES,32,4500,3204500,Santa Leopoldina,12224
BRA,ES,32,4559,3204559,Santa Maria de Jetibá,40431
BRA,ES,32,4609,3204609,Santa Teresa,23590
BRA,ES,32,4658,3204658,São Domingos do Norte,8638
BRA,ES,32,4708,3204708,São Gabriel da Palha,37947
BRA,ES,32,4807,3204807,São José do Calçado,10556
BRA,ES,32,4906,3204906,São Mateus,130611
BRA,ES,32,4955,3204955,São Roque do Canaã,12415
BRA,ES,32,5002,3205002,Serra,517510
BRA,ES,32,5010,3205010,Sooretama,30070
BRA,ES,32,5036,3205036,Vargem Alta,21402
BRA,ES,32,5069,3205069,Venda Nova do Imigrante,25277
BRA,ES,32,5101,3205101,Viana,78239
BRA,ES,32,5150,3205150,Vila Pavão,9208
BRA,ES,32,5176,3205176,Vila Valério,14080
BRA,ES,32,5200,3205200,Vila Velha,493838
BRA,ES,32,5309,3205309,Vitória,362097
BRA,RJ,33,100,3300100,Angra dos Reis,203785
BRA,RJ,33,159,3300159,Aperibé,11759
BRA,RJ,33,209,3300209,Araruama,132400
BRA,RJ,33,225,3300225,Areal,12572
BRA,RJ,33,233,3300233,Armação dos Búzios,40532
BRA,RJ,33,258,3300258,Arraial do Cabo,30349
BRA,RJ,33,308,3300308,Barra do Piraí,100374
BRA,RJ,33,407,3300407,Barra Mansa,184412
BRA,RJ,33,456,3300456,Belford Roxo,510906
BRA,RJ,33,506,3300506,Bom Jardim,27446
BRA,RJ,33,605,3300605,Bom Jesus do Itabapoana,37096
BRA,RJ,33,704,3300704,Cabo Frio,219863
BRA,RJ,33,803,3300803,Cachoeiras de Macacu,58937
BRA,RJ,33,902,3300902,Cambuci,15505
BRA,RJ,33,936,3300936,Carapebus,16301
BRA,RJ,33,951,3300951,Comendador Levy Gasparian,8561
BRA,RJ,33,1009,3301009,Campos dos Goytacazes,507548
BRA,RJ,33,1108,3301108,Cantagalo,20172
BRA,RJ,33,1157,3301157,Cardoso Moreira,12823
BRA,RJ,33,1207,3301207,Carmo,18895
BRA,RJ,33,1306,3301306,Casimiro de Abreu,44184
BRA,RJ,33,1405,3301405,Conceição de Macabu,23228
BRA,RJ,33,1504,3301504,Cordeiro,21926
BRA,RJ,33,1603,3301603,Duas Barras,11492
BRA,RJ,33,1702,3301702,Duque de Caxias,919596
BRA,RJ,33,1801,3301801,Engenheiro Paulo de Frontin,14002
BRA,RJ,33,1850,3301850,Guapimirim,60517
BRA,RJ,33,1876,3301876,Iguaba Grande,28310
BRA,RJ,33,1900,3301900,Itaboraí,240592
BRA,RJ,33,2007,3302007,Itaguaí,133019
BRA,RJ,33,2056,3302056,Italva,15207
BRA,RJ,33,2106,3302106,Itaocara,23234
BRA,RJ,33,2205,3302205,Itaperuna,103224
BRA,RJ,33,2254,3302254,Itatiaia,31805
BRA,RJ,33,2270,3302270,Japeri,104768
BRA,RJ,33,2304,3302304,Laje do Muriaé,7355
BRA,RJ,33,2403,3302403,Macaé,256672
BRA,RJ,33,2452,3302452,Macuco,5599
BRA,RJ,33,2502,3302502,Magé,245071
BRA,RJ,33,2601,3302601,Mangaratiba,44468
BRA,RJ,33,2700,3302700,Maricá,161207
BRA,RJ,33,2809,3302809,Mendes,18614
BRA,RJ,33,2858,3302858,Mesquita,176103
BRA,RJ,33,2908,3302908,Miguel Pereira,25538
BRA,RJ,33,3005,3303005,Miracema,27174
BRA,RJ,33,3104,3303104,Natividade,15317
BRA,RJ,33,3203,3303203,Nilópolis,162485
BRA,RJ,33,3302,3303302,Niterói,513584
BRA,RJ,33,3401,3303401,Nova Friburgo,190631
BRA,RJ,33,3500,3303500,Nova Iguaçu,821128
BRA,RJ,33,3609,3303609,Paracambi,52257
BRA,RJ,33,3708,3303708,Paraíba do Sul,44285
BRA,RJ,33,3807,3303807,Paraty,43165
BRA,RJ,33,3856,3303856,Paty do Alferes,27769
BRA,RJ,33,3906,3303906,Petrópolis,306191
BRA,RJ,33,3955,3303955,Pinheiral,25156
BRA,RJ,33,4003,3304003,Piraí,29277
BRA,RJ,33,4102,3304102,Porciúncula,18847
BRA,RJ,33,4110,3304110,Porto Real,19683
BRA,RJ,33,4128,3304128,Quatis,14302
BRA,RJ,33,4144,3304144,Queimados,150319
BRA,RJ,33,4151,3304151,Quissamã,24700
BRA,RJ,33,4201,3304201,Resende,131341
BRA,RJ,33,4300,3304300,Rio Bonito,60201
BRA,RJ,33,4409,3304409,Rio Claro,18529
BRA,RJ,33,4508,3304508,Rio das Flores,9284
BRA,RJ,33,4524,3304524,Rio das Ostras,150674
BRA,RJ,33,4557,3304557,Rio de Janeiro,6718903
BRA,RJ,33,4607,3304607,Santa Maria Madalena,10404
BRA,RJ,33,4706,3304706,Santo Antônio de Pádua,42479
BRA,RJ,33,4755,3304755,São Francisco de Itabapoana,42205
BRA,RJ,33,4805,3304805,São Fidélis,38669
BRA,RJ,33,4904,3304904,São Gonçalo,1084839
BRA,RJ,33,5000,3305000,São João da Barra,36102
BRA,RJ,33,5109,3305109,São João de Meriti,472406
BRA,RJ,33,5133,3305133,São José de Ubá,7171
BRA,RJ,33,5158,3305158,São José do Vale do Rio Preto,21795
BRA,RJ,33,5208,3305208,São Pedro da Aldeia,104476
BRA,RJ,33,5307,3305307,São Sebastião do Alto,9357
BRA,RJ,33,5406,3305406,Sapucaia,18228
BRA,RJ,33,5505,3305505,Saquarema,89170
BRA,RJ,33,5554,3305554,Seropédica,82312
BRA,RJ,33,5604,3305604,Silva Jardim,21774
BRA,RJ,33,5703,3305703,Sumidouro,15623
BRA,RJ,33,5752,3305752,Tanguá,34309
BRA,RJ,33,5802,3305802,Teresópolis,182594
BRA,RJ,33,5901,3305901,Trajano de Moraes,10626
BRA,RJ,33,6008,3306008,Três Rios,81804
BRA,RJ,33,6107,3306107,Valença,76523
BRA,RJ,33,6156,3306156,Varre-Sai,11000
BRA,RJ,33,6206,3306206,Vassouras,36896
BRA,RJ,33,6305,3306305,Volta Redonda,273012
BRA,SP,35,105,3500105,Adamantina,35068
BRA,SP,35,204,3500204,Adolfo,3562
BRA,SP,35,303,3500303,Aguaí,36305
BRA,SP,35,402,3500402,Águas da Prata,8180
BRA,SP,35,501,3500501,Águas de Lindóia,18705
BRA,SP,35,550,3500550,Águas de Santa Bárbara,6075
BRA,SP,35,600,3500600,Águas de São Pedro,3451
BRA,SP,35,709,3500709,Agudos,37214
BRA,SP,35,758,3500758,Alambari,6025
BRA,SP,35,808,3500808,Alfredo Marcondes,4166
BRA,SP,35,907,3500907,Altair,4160
BRA,SP,35,1004,3501004,Altinópolis,16184
BRA,SP,35,1103,3501103,Alto Alegre,4099
BRA,SP,35,1152,3501152,Alumínio,18628
BRA,SP,35,1202,3501202,Álvares Florence,3679
BRA,SP,35,1301,3501301,Álvares Machado,24915
BRA,SP,35,1400,3501400,Álvaro de Carvalho,5227
BRA,SP,35,1509,3501509,Alvinlândia,3222
BRA,SP,35,1608,3501608,Americana,239597
BRA,SP,35,1707,3501707,Américo Brasiliense,40504
BRA,SP,35,1806,3501806,Américo de Campos,5969
BRA,SP,35,1905,3501905,Amparo,72195
BRA,SP,35,2002,3502002,Analândia,4995
BRA,SP,35,2101,3502101,Andradina,57157
BRA,SP,35,2200,3502200,Angatuba,25228
BRA,SP,35,2309,3502309,Anhembi,6724
BRA,SP,35,2408,3502408,Anhumas,4115
BRA,SP,35,2507,3502507,Aparecida,36157
BRA,SP,35,2606,3502606,Aparecida d'Oeste,4196
BRA,SP,35,2705,3502705,Apiaí,24374
BRA,SP,35,2754,3502754,Araçariguama,22364
BRA,SP,35,2804,3502804,Araçatuba,197016
BRA,SP,35,2903,3502903,Araçoiaba da Serra,34146
BRA,SP,35,3000,3503000,Aramina,5620
BRA,SP,35,3109,3503109,Arandu,6357
BRA,SP,35,3158,3503158,Arapeí,2469
BRA,SP,35,3208,3503208,Araraquara,236072
BRA,SP,35,3307,3503307,Araras,134236
BRA,SP,35,3356,3503356,Arco-Íris,1791
BRA,SP,35,3406,3503406,Arealva,8560
BRA,SP,35,3505,3503505,Areias,3886
BRA,SP,35,3604,3503604,Areiópolis,11129
BRA,SP,35,3703,3503703,Ariranha,9668
BRA,SP,35,3802,3503802,Artur Nogueira,54408
BRA,SP,35,3901,3503901,Arujá,89824
BRA,SP,35,3950,3503950,Aspásia,1822
BRA,SP,35,4008,3504008,Assis,104386
BRA,SP,35,4107,3504107,Atibaia,142761
BRA,SP,35,4206,3504206,Auriflama,15189
BRA,SP,35,4305,3504305,Avaí,5403
BRA,SP,35,4404,3504404,Avanhandava,13649
BRA,SP,35,4503,3504503,Avaré,90655
BRA,SP,35,4602,3504602,Bady Bassitt,17502
BRA,SP,35,4701,3504701,Balbinos,5735
BRA,SP,35,4800,3504800,Bálsamo,9068
BRA,SP,35,4909,3504909,Bananal,10945
BRA,SP,35,5005,3505005,Barão de Antonina,3469
BRA,SP,35,5104,3505104,Barbosa,7402
BRA,SP,35,5203,3505203,Bariri,35264
BRA,SP,35,5302,3505302,Barra Bonita,36126
BRA,SP,35,5351,3505351,Barra do Chapéu,5724
BRA,SP,35,5401,3505401,Barra do Turvo,7659
BRA,SP,35,5500,3505500,Barretos,122098
BRA,SP,35,5609,3505609,Barrinha,32812
BRA,SP,35,5708,3505708,Barueri,274182
BRA,SP,35,5807,3505807,Bastos,20953
BRA,SP,35,5906,3505906,Batatais,62508
BRA,SP,35,6003,3506003,Bauru,376818
BRA,SP,35,6102,3506102,Bebedouro,77496
BRA,SP,35,6201,3506201,Bento de Abreu,2980
BRA,SP,35,6300,3506300,Bernardino de Campos,11148
BRA,SP,35,6359,3506359,Bertioga,63249
BRA,SP,35,6409,3506409,Bilac,8034
BRA,SP,35,6508,3506508,Birigui,123638
BRA,SP,35,6607,3506607,BIRITIBA MIRIM,32598
BRA,SP,35,6706,3506706,Boa Esperança do Sul,14923
BRA,SP,35,6805,3506805,Bocaina,12329
BRA,SP,35,6904,3506904,Bofete,11730
BRA,SP,35,7001,3507001,Boituva,60997
BRA,SP,35,7100,3507100,Bom Jesus dos Perdões,25448
BRA,SP,35,7159,3507159,Bom Sucesso de Itararé,3954
BRA,SP,35,7209,3507209,Borá,837
BRA,SP,35,7308,3507308,Boracéia,4823
BRA,SP,35,7407,3507407,Borborema,16046
BRA,SP,35,7456,3507456,Borebi,2653
BRA,SP,35,7506,3507506,Botucatu,146497
BRA,SP,35,7605,3507605,Bragança Paulista,168668
BRA,SP,35,7704,3507704,Braúna,5686
BRA,SP,35,7753,3507753,Brejo Alegre,2865
BRA,SP,35,7803,3507803,Brodowski,24939
BRA,SP,35,7902,3507902,Brotas,24403
BRA,SP,35,8009,3508009,Buri,19878
BRA,SP,35,8108,3508108,Buritama,17144
BRA,SP,35,8207,3508207,Buritizal,4481
BRA,SP,35,8306,3508306,Cabrália Paulista,4264
BRA,SP,35,8405,3508405,Cabreúva,49707
BRA,SP,35,8504,3508504,Caçapava,94263
BRA,SP,35,8603,3508603,Cachoeira Paulista,33327
BRA,SP,35,8702,3508702,Caconde,18985
BRA,SP,35,8801,3508801,Cafelândia,17767
BRA,SP,35,8900,3508900,Caiabu,4191
BRA,SP,35,9007,3509007,Caieiras,101470
BRA,SP,35,9106,3509106,Caiuá,5874
BRA,SP,35,9205,3509205,Cajamar,76801
BRA,SP,35,9254,3509254,Cajati,28549
BRA,SP,35,9304,3509304,Cajobi,10542
BRA,SP,35,9403,3509403,Cajuru,26167
BRA,SP,35,9452,3509452,Campina do Monte Alegre,6024
BRA,SP,35,9502,3509502,Campinas,1204073
BRA,SP,35,9601,3509601,Campo Limpo Paulista,84650
BRA,SP,35,9700,3509700,Campos do Jordão,52088
BRA,SP,35,9809,3509809,Campos Novos Paulista,4965
BRA,SP,35,9908,3509908,Cananéia,12540
BRA,SP,35,9957,3509957,Canas,5138
BRA,SP,35,10005,3510005,Cândido Mota,31280
BRA,SP,35,10104,3510104,Cândido Rodrigues,2793
BRA,SP,35,10153,3510153,Canitar,5216
BRA,SP,35,10203,3510203,Capão Bonito,47138
BRA,SP,35,10302,3510302,Capela do Alto,20706
BRA,SP,35,10401,3510401,Capivari,55768
BRA,SP,35,10500,3510500,Caraguatatuba,121532
BRA,SP,35,10609,3510609,Carapicuíba,400927
BRA,SP,35,10708,3510708,Cardoso,12326
BRA,SP,35,10807,3510807,Casa Branca,30380
BRA,SP,35,10906,3510906,Cássia dos Coqueiros,2523
BRA,SP,35,11003,3511003,Castilho,21006
BRA,SP,35,11102,3511102,Catanduva,121862
BRA,SP,35,11201,3511201,Catiguá,7804
BRA,SP,35,11300,3511300,Cedral,9237
BRA,SP,35,11409,3511409,Cerqueira César,19985
BRA,SP,35,11508,3511508,Cerquilho,48949
BRA,SP,35,11607,3511607,Cesário Lange,18148
BRA,SP,35,11706,3511706,Charqueada,17190
BRA,SP,35,11904,3511904,Clementina,8617
BRA,SP,35,12001,3512001,Colina,18468
BRA,SP,35,12100,3512100,Colômbia,6210
BRA,SP,35,12209,3512209,Conchal,28050
BRA,SP,35,12308,3512308,Conchas,17896
BRA,SP,35,12407,3512407,Cordeirópolis,24528
BRA,SP,35,12506,3512506,Coroados,6058
BRA,SP,35,12605,3512605,Coronel Macedo,4681
BRA,SP,35,12704,3512704,Corumbataí,4055
BRA,SP,35,12803,3512803,Cosmópolis,72252
BRA,SP,35,12902,3512902,Cosmorama,7307
BRA,SP,35,13009,3513009,Cotia,249210
BRA,SP,35,13108,3513108,Cravinhos,35292
BRA,SP,35,13207,3513207,Cristais Paulista,8631
BRA,SP,35,13306,3513306,Cruzália,2073
BRA,SP,35,13405,3513405,Cruzeiro,82238
BRA,SP,35,13504,3513504,Cubatão,130705
BRA,SP,35,13603,3513603,Cunha,21547
BRA,SP,35,13702,3513702,Descalvado,33718
BRA,SP,35,13801,3513801,Diadema,423884
BRA,SP,35,13850,3513850,Dirce Reis,1793
BRA,SP,35,13900,3513900,Divinolândia,11146
BRA,SP,35,14007,3514007,Dobrada,8929
BRA,SP,35,14106,3514106,Dois Córregos,27315
BRA,SP,35,14205,3514205,Dolcinópolis,2115
BRA,SP,35,14304,3514304,Dourado,8873
BRA,SP,35,14403,3514403,Dracena,46793
BRA,SP,35,14502,3514502,Duartina,12445
BRA,SP,35,14601,3514601,Dumont,9868
BRA,SP,35,14700,3514700,Echaporã,6102
BRA,SP,35,14809,3514809,Eldorado,15494
BRA,SP,35,14908,3514908,Elias Fausto,17772
BRA,SP,35,14924,3514924,Elisiário,3651
BRA,SP,35,14957,3514957,Embaúba,2452
BRA,SP,35,15004,3515004,Embu das Artes,273726
BRA,SP,35,15103,3515103,Embu-Guaçu,69385
BRA,SP,35,15129,3515129,Emilianópolis,3214
BRA,SP,35,15152,3515152,Engenheiro Coelho,20773
BRA,SP,35,15186,3515186,Espírito Santo do Pinhal,44330
BRA,SP,35,15194,3515194,Espírito Santo do Turvo,4829
BRA,SP,35,15202,3515202,Estrela d'Oeste,8419
BRA,SP,35,15301,3515301,Estrela do Norte,2766
BRA,SP,35,15350,3515350,Euclides da Cunha Paulista,9371
BRA,SP,35,15400,3515400,Fartura,16036
BRA,SP,35,15509,3515509,Fernandópolis,69116
BRA,SP,35,15608,3515608,Fernando Prestes,5783
BRA,SP,35,15657,3515657,Fernão,1716
BRA,SP,35,15707,3515707,Ferraz de Vasconcelos,194276
BRA,SP,35,15806,3515806,Flora Rica,1464
BRA,SP,35,15905,3515905,Floreal,2917
BRA,SP,35,16002,3516002,Flórida Paulista,14640
BRA,SP,35,16101,3516101,FLORÍNEA,2676
BRA,SP,35,16200,3516200,Franca,353187
